SimZ0,0.05123647959999999
SimZ1,0.05171079600000001
SimZ2,0.045065132400000006
SimZ3,0.0489081452
SimZ4,0.05474795320000001
SimZ5,0.0568314316
SimZ6,0.05077451000000001
SimZ7,0.04907640759999998
SimZ8,0.052585705600000004
SimZ9,0.056840276
SimZ10,0.05604273559999998
SimZ11,0.048730678000000006
SimZ12,0.059515906800000004
SimZ13,0.06710476880000002
SimZ14,0.05646704239999999
SimZ15,0.062285362799999994
SimZ16,0.06177019240000001
SimZ17,0.057839064
SimZ18,0.0541604176
SimZ19,0.05490151520000001
SimZ20,0.0650190268
SimZ21,0.06647937679999999
SimZ22,0.0657291956
SimZ23,0.06471718400000005
SimZ24,0.0670288752
SimZ25,0.08202279320000001
SimZ26,0.07012094840000002
SimZ27,0.06730697879999997
SimZ28,0.07496351759999997
SimZ29,0.07096676399999999
SimZ30,0.09643547519999997
SimZ31,0.08831476999999996
SimZ32,0.08614696199999997
SimZ33,0.09175028159999998
SimZ34,0.08985515520000001
SimZ35,0.10736133879999998
SimZ36,0.09475553240000001
SimZ37,0.10560206
SimZ38,0.12164997719999995
SimZ39,0.1033990816
SimZ40,0.11941968600000001
SimZ41,0.14219744639999998
SimZ42,0.11973707520000004
SimZ43,0.11811479200000004
SimZ44,0.12802527000000002
SimZ45,0.15750236120000005
SimZ46,0.13621178400000006
SimZ47,0.15435300999999998
SimZ48,0.17818997440000006
SimZ49,0.15780205959999993
SimZ50,0.19967193600000005
SimZ51,0.19378532600000004
SimZ52,0.16590853400000005
SimZ53,0.2056499775999999
SimZ54,0.23881511960000013
SimZ55,0.197245766
SimZ56,0.27323913959999996
SimZ57,0.23798076759999998
SimZ58,0.25364204759999986
SimZ59,0.2948890531999999
SimZ60,0.2986439476000002
SimZ61,0.3061728711999999
SimZ62,0.3184101900000002
SimZ63,0.30158051120000007
SimZ64,0.2948979412
SimZ65,0.3116700656000001
SimZ66,0.4230964468000001
SimZ67,0.3353480712000001
SimZ68,0.3662719051999998
SimZ69,0.38192211439999973
SimZ70,0.40669420840000026
SimZ71,0.40916578400000003
SimZ72,0.40565046079999995
SimZ73,0.3543570736
SimZ74,0.4077696731999999
SimZ75,0.4099257723999996
SimZ76,0.4414958639999999
SimZ77,0.49169912520000003
SimZ78,0.5654514368
SimZ79,0.4637194244000002
SimZ80,0.5238378092000002
SimZ81,0.5697657848
SimZ82,0.5321334272000002
SimZ83,0.5281794208
SimZ84,0.507504834
SimZ85,0.5110874104
SimZ86,0.5113283764
SimZ87,0.6980597731999999
SimZ88,0.5400296283999997
SimZ89,0.5875773179999999
SimZ90,0.5152528124000002
SimZ91,0.6503674155999999
SimZ92,0.6724657772
SimZ93,0.6831836651999998
SimZ94,0.7299302779999997
SimZ95,0.6238212356000002
SimZ96,0.6502931475999999
SimZ97,0.7108963135999997
SimZ98,0.6142234916000002
SimZ99,0.7052853632000001
